episode_id,build_id,format_profile,published_at,impressions_ctr,retention_15s,retention_30s,average_percentage_viewed,fact_corrections_count,policy_failures
HA001,pilot-v2-001,pilot,2026-08-21T00:00:00Z,0.0,0.0,0.0,0.0,0,0
